AGENCY_NAME,FACILITY_NAME,PERMIT_NUMBER,PDF_File,Shared_PDF,Comminution,Primary Clarification,Secondary Clarification,Chemical Precipitation,Unspecified Clarification,Screening/Microstrainer,Grit Removal,Equalization,Flotation,SBR,Oxidation Ditch,Pure Oxygen,Extended Aeration,Stepfeed,Unspecified AS,Facultative Lagoon,Aerated Lagoon,Anaerobic Lagoon,Polishing Lagoon,Stabilization Pond,Unspecified Lagoon,AO,A2O,MLE,UCT,Four Stage Bardenpho,Five Stage Bardenpho,Unspecified BNR,Chemical N Removal,Chemical P Removal,Unspecified Nutrient Removal,Secondary Filtration,Media Filtration,Biologically Active Filtration,Trickling Filter,Rotating Biological Contactor,Anaerobic Filter,Membrane Aerated Biofilm Reactor,Unspecified FFR,Nanofiltration,Electrodialysis Reversal,Electrodialysis,Reverse Osmosis,Ultrafiltration,Microfiltration,Membrane Bioreactor,Unspecified Membrane Process,Unspecified Filtration,Wetland,UV-AOP,Coagulation,Flocculation,Ion Exchange,Activated Carbon,Chlorination,Dechlorination,UV Disinfection,Ozonation,Thermal Disinfection,Unspecified Disinfection,Alum Addition,Ferric Chloride Addition,Polymer Addition,Lime Addition,Neutralization,Unspecified Chemical Addition,Anaerobic Digestion,Aerobic Digestion,Unspecified Digestion,Mechanical Dewatering,Centrifuge,Drying,Elutriation,Unspecified Dewatering,Thickening,Land Application,Biosolids Lagoon,Biosolids Landfill,Unspecified Disposal,MHI,FBI,Unspecified Incineration,Cogeneration,Heat Recovery
Oceanside City,"La Salina WWTP, Oceanside Ocean Outfall",,R9-2019-0166_Amended2020 signed dwg 08-17-20.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,San Luis Rey Water Reclamation Facility (NPDES - Ocean Discharge),,R9-2020-0190_Final_Order signed dwg 08-17-20.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,Oceanside Ocean Outfall,CA0107433,R9-2020-0190_Final_Order signed dwg 08-17-20.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,"La Salina WWTP, Oceanside Ocean Outfall",,R9-2020-0190_Final_Order signed dwg 08-17-20.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Ojai Valley Sanitary District,Ojai Valley WWTP,CA0053961,Adopted Order Ojai NPDES CI 4245 12212023_ADAchecked.pdf,No,PRESENT,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,PRESENT_AND_FUTURE,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,PRESENT,0,PRESENT,0,PRESENT,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Olivehurst PUD,Olivehurst WWTP,CA0077836,r5-2021-0024_npdes.pdf,No,0,0,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,PRESENT,PRESENT,PRESENT_AND_FUTURE,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0
Orange County Water District,Groundwater Replenishment System - Advanced WTF,,R8-2022-0002_OCWD_NPDES.pdf,No,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxnard City Wastewater Division,Oxnard WWTP,CA0054097,Adopted OWRRF NPDES CI-2022 06172024 signed.pdf,No,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT_AND_FUTURE,PRESENT,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,PRESENT,FUTURE
Palo Alto City,Palo Alto Regional WQCP,CA0037834,CA0037834 Palo Alto Order R2-2025-0003.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,FUTURE,PRESENT_AND_FUTURE,0,0,0,PRESENT_AND_FUTURE,0,FUTURE,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0
Petaluma City PWD,Petaluma Ellis Creek Water Recycling Facility (NPDES Permit),CA0037810,Order R2-2021-0008 (1).pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Pinole City,City of Pinole WWTP,CA0037796,R2-2023-0008.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Pismo Beach City,Pismo Beach WWTP,,2015_0016_npdes.pdf.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
Placerville City,Hangtown Creek WRF,CAC439621,r5-2017-0085-007.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portola City,Portola WWTP,CA0077844,r5-2024-0023_npdes.pdf,No,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Red Bluff City,Red Bluff WW Reclamation Plant,CA0078891,r5_2023-0048_npdes.pdf,No,0,0,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Redway CSD,Redway POTW,CA0022781,23_0004_Redway_CSD_NPDES_01.26.23_EOsigned.pdf,No,0,0,PRESENT,0,PRESENT_AND_FUTURE,FUTURE,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Rialto City,Rialto WWRF,,14-0010_Rialto_City_of_Renewal_WDR_MWWTP.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0
Richmond City,Richmond WPCP,,R2-2024-0008 West County.pdf,Yes,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,PRESENT,0
West County Agency,West County Agency Outfall,CA0038539,R2-2024-0008 West County.pdf,Yes,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,PRESENT,0
West County Wastewater District,West County WW District WPCP,,R2-2024-0008 West County.pdf,Yes,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,PRESENT,0
Rio Dell City,Rio Dell City WWTF,CA0022748,Order No. 2023-0022 Combined.pdf,No,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Vista City,Beach WWTF,CA0079588,r5-2024-0054_npdes.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0
Rio Vista City,Northwest WWTF,CA0083771,r5-2021-0004.pdf,No,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
River Highlands CSD,Hammonton Gold Village WWTP,CA0081574,r5-2022-0024_npdes.pdf,No,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riverside City,Riverside City WWRF,,13-0016_Riverside_City_of_Dept_of_Public_Works.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0
Rodeo Sanitary District,Rodeo Sanitary District WWTP,CA0037826,R2-2022-0037.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,FUTURE,0,0,0,0,0,PRESENT,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,0,FUTURE,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Roseville City,Dry Creek WWTP,CAC426201,roseville_drycreek_wwtp_mgo_noa_final.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
SEWER AUTHORITY MID-COASTSIDE,SAM WWTP (Sewer Authority Mid-Coastside WWTP),CA0038598,CA0038598 SAM Order R2-2023-0002.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
SOCWA-Aliso Creek Ocean O/F,El Toro WD WRP,CA0107611,r9_2022_0006_acoo_signature signed dwg 03-18-21.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-Aliso Creek Ocean O/F,SOCWA - Coastal TP,CA0107611,r9_2022_0006_acoo_signature signed dwg 03-18-21.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-Recycled Water Use,SOCWA - Coastal TP,,r9_2022_0006_acoo_signature signed dwg 03-18-21.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-Aliso Creek Ocean O/F,SOCWA Aliso Creek Ocean Outfall,CA0107611,r9_2022_0006_acoo_signature signed dwg 03-18-21.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-Aliso Creek Ocean O/F,SOCWA - Regional TP,CA0107611,r9_2022_0006_acoo_signature signed dwg 03-18-21.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-Recycled Water Use,SOCWA - Regional TP,,r9_2022_0006_acoo_signature signed dwg 03-18-21.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-Aliso Creek Ocean O/F,IRWD Los Alisos WRP,CA0107611,r9_2022_0006_acoo_signature signed dwg 03-18-21.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SOCWA San Juan Creek Ocean Outfall,CA0107417,amended_order_sjcoo signed dwg 03-19-25.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SMWD Oso Creek WRP,CA0107417,amended_order_sjcoo signed dwg 03-19-25.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SMWD - Chiquita WRP,CA0107417,amended_order_sjcoo signed dwg 03-19-25.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,City of San Clemente WRP,CA0107417,amended_order_sjcoo signed dwg 03-19-25.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Clemente City,City of San Clemente WRP,,amended_order_sjcoo signed dwg 03-19-25.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SOCWA - 3A Treatment Plant,CA0107417,amended_order_sjcoo signed dwg 03-19-25.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,J.B. Latham Wastewater Treatment Plant,CA0107417,amended_order_sjcoo signed dwg 03-19-25.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SOCWA San Juan Creek Ocean Outfall,CA0107417,att._1_to_amending_order_sjcoo.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SMWD Oso Creek WRP,CA0107417,att._1_to_amending_order_sjcoo.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SMWD - Chiquita WRP,CA0107417,att._1_to_amending_order_sjcoo.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,City of San Clemente WRP,CA0107417,att._1_to_amending_order_sjcoo.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Clemente City,City of San Clemente WRP,,att._1_to_amending_order_sjcoo.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,SOCWA - 3A Treatment Plant,CA0107417,att._1_to_amending_order_sjcoo.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCWA-San Juan Creek Ocean O/F,J.B. Latham Wastewater Treatment Plant,CA0107417,att._1_to_amending_order_sjcoo.pdf,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
