FACILITY_UNIT_PROCESS_ID,CWNS_ID,FACILITY_ID,STATE_CODE,INFRASTRUCTURE_TYPE,TREATMENT_TYPE,UNIT_PROCESS,EXISTING_FLAG,PLANNED_FLAG,UNIT_PROCESS_NOTES
724,29004005001,1134032,MO,Wastewater,Solids handling,Biosolids Chemical Addition,Y,,lime stabilization
721,29004005001,1134032,MO,Wastewater,Preliminary treatment,Screening,Y,,
1111,29004065001,1134084,MO,Wastewater,Solids handling,Biosolids Drying,Y,,
1110,29004065001,1134084,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
1109,29004065001,1134084,MO,Wastewater,Preliminary treatment,Screening,Y,,
3213,29004065001,1134084,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
653,29005000001,1134178,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
654,29005000001,1134178,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
652,29005000001,1134178,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
655,29005000001,1134178,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
651,29005000001,1134178,MO,Wastewater,Preliminary treatment,Screening,Y,,
7587,21000226001,1139657,KY,Wastewater,Disinfection,Dechlorination,Y,,
7589,21000226001,1139657,KY,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
7591,21000226001,1139657,KY,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
7588,21000226001,1139657,KY,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7590,21000226001,1139657,KY,Wastewater,Nutrient Removal and additional treatment,Biological P removal,Y,,
8016,23000057003,1142494,ME,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
8019,23000057003,1142494,ME,Wastewater,Disinfection,Dechlorination,Y,,
8018,23000057003,1142494,ME,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
8014,23000057003,1142494,ME,Wastewater,Preliminary treatment,Screening,Y,,
8015,23000057003,1142494,ME,Wastewater,Primary treatment,Flotation,Y,,
8017,23000057003,1142494,ME,Wastewater,Disinfection,"Disinfection, UV",Y,,
4918,12000172012,485250,FL,Wastewater,Preliminary treatment,Screening,Y,,
4919,12000172012,485250,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
4920,12000172012,485250,FL,Wastewater,Disinfection,"Disinfection, UV",Y,,
7155,09001570001,1071963,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
6781,12000113001,1078257,FL,Wastewater,Solids handling,Biosolids Drying,Y,,
6780,12000113001,1078257,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
6778,12000113001,1078257,FL,Wastewater,Preliminary treatment,Screening,Y,,
6779,12000113001,1078257,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5707,25000008002,1092313,MA,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
5708,25000008002,1092313,MA,Wastewater,Nutrient Removal and additional treatment,"Chemical Addition, Ferric Chloride",Y,,
5709,25000008002,1092313,MA,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
5713,25000008002,1092313,MA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
5714,25000008002,1092313,MA,Wastewater,Solids handling,Biosolids Thickening,Y,,
5710,25000008002,1092313,MA,Wastewater,Preliminary treatment,Screening,Y,,
5706,25000008002,1092313,MA,Wastewater,Disinfection,"Disinfection, UV",Y,,
5712,25000008002,1092313,MA,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
5711,25000008002,1092313,MA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
6968,50000070001,1094121,VT,Wastewater,Disinfection,"Disinfection, UV",Y,,
6970,50000070001,1094121,VT,Wastewater,Nutrient Removal and additional treatment,Biological P removal,Y,,
6972,50000070001,1094121,VT,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
6973,50000070001,1094121,VT,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
6974,50000070001,1094121,VT,Wastewater,Preliminary treatment,Screening,Y,,
6971,50000070001,1094121,VT,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
6969,50000070001,1094121,VT,Wastewater,Solids handling,Biosolids Anaerobic Digestion without Energy Recovery,Y,,2PAD
1868,54002505002,1094989,WV,Wastewater,Preliminary treatment,Screening,Y,,
1869,54002505002,1094989,WV,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
1870,54002505002,1094989,WV,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1885,54002505002,1094989,WV,Wastewater,Disinfection,Dechlorination,Y,,
1886,54002505002,1094989,WV,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,"two-cell 

alternating surface sand filter"
1884,54002505002,1094989,WV,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
4003,13000113001,1109116,GA,Wastewater,Preliminary treatment,Screening,Y,,
4004,13000113001,1109116,GA,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
3251,29001216001,1133547,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
837,29002421001,1133840,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
938,29003480001,1133972,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1689,29004145001,1134158,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1690,29004145001,1134158,MO,Wastewater,Solids handling,Biosolids Anaerobic Digestion without Energy Recovery,Y,,
2570,29004592001,1134172,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
7273,23000007001,1142437,ME,Wastewater,Preliminary treatment,Screening,Y,,Screening/Grit Removal
7274,23000007001,1142437,ME,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Activated sludge: two aeration basins with fine bubble diffused aeration; Clarification of the wastewater is achieved by two circular secondary clarifiers
7275,23000007001,1142437,ME,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7276,23000007001,1142437,ME,Wastewater,Disinfection,Dechlorination,Y,,
7479,23000007001,1142437,ME,Wastewater,Nutrient Removal and additional treatment,Biological N removal,,Y,Planned mixers and instrumentation for two aeration tanks at WWTF to allow the facility to better remove nitrogenous wastes.
3407,48003069001,1183223,TX,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,stabilization ponds/lagoon system
3426,48005060001,1183612,TX,Wastewater,Preliminary treatment,Screening,Y,,
3430,48005060001,1183612,TX,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,oxidation ditch
3429,48005060001,1183612,TX,Wastewater,Solids handling,Biosolids Drying,Y,,
3428,48005060001,1183612,TX,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6582,21000355001,1235520,KY,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
6581,21000355001,1235520,KY,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
6579,21000355001,1235520,KY,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6580,21000355001,1235520,KY,Wastewater,Disinfection,Dechlorination,Y,,
650,29004136003,3086829,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
4224,12000701042,3501085,FL,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
5114,12000133011,3509696,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5115,12000133011,3509696,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5113,12000133011,3509696,FL,Wastewater,Preliminary treatment,Screening,Y,,
5116,12000133011,3509696,FL,Wastewater,Solids handling,Biosolids Drying,Y,,
730,29002424001,3515476,MO,Wastewater,Preliminary treatment,Screening,Y,,
728,29002424001,3515476,MO,Wastewater,Disinfection,Dechlorination,Y,,
729,29002424001,3515476,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
734,29002424001,3515476,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,recirculating sand filter
7539,09000280002,3600016,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7540,09000280002,3600016,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
7558,12000136014,385127,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
5504,12000052013,418048,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
3257,04002117002,1069590,AZ,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6819,12000001011,1078097,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
5014,12000066001,1078190,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
5013,12000066001,1078190,FL,Wastewater,Preliminary treatment,Screening,Y,,
5015,12000066001,1078190,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
2321,29001180008,1133503,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
2319,29001180008,1133503,MO,Wastewater,Preliminary treatment,Screening,Y,,
2322,29001180008,1133503,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
2808,29001180008,1133503,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
608,29002184001,1133721,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1134,29004128001,1233302,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
7491,12000122001,3314030,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
6866,21000728006,3419213,KY,Wastewater,Disinfection,"Disinfection, UV",Y,,
6869,21000728006,3419213,KY,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
6868,21000728006,3419213,KY,Wastewater,Solids handling,Biosolids Drying,Y,,
6867,21000728006,3419213,KY,Wastewater,Secondary treatment,"Suspended Growth, Anaerobic",Y,,
4130,12000700020,3500385,FL,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
4161,12000700054,3500466,FL,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
4180,12000701005,3501012,FL,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
4188,12000701013,3501031,FL,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
5400,12000187003,3505660,FL,Wastewater,Preliminary treatment,Screening,Y,,
5405,12000187003,3505660,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5402,12000187003,3505660,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5403,12000187003,3505660,FL,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
5404,12000187003,3505660,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5401,12000187003,3505660,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
2699,29002214005,3536979,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
2698,29002214005,3536979,MO,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
2697,29002214005,3536979,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
2700,29002214005,3536979,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
495,29004591501,485071,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
6688,12000139001,1078297,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
6691,12000139001,1078297,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
6687,12000139001,1078297,FL,Wastewater,Preliminary treatment,Screening,Y,,
6689,12000139001,1078297,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6690,12000139001,1078297,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5251,12000245001,1078385,FL,Wastewater,Disinfection,Dechlorination,Y,,
5252,12000245001,1078385,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
5248,12000245001,1078385,FL,Wastewater,Preliminary treatment,Screening,Y,,
5249,12000245001,1078385,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5250,12000245001,1078385,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6987,12000287007,1078404,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
6988,12000287007,1078404,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6986,12000287007,1078404,FL,Wastewater,Preliminary treatment,Flow Equalization,Y,,
6985,12000287007,1078404,FL,Wastewater,Preliminary treatment,Screening,Y,,
6989,12000287007,1078404,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
454,29001061001,1133342,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
190,29001108001,1133389,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
306,29002257001,1133753,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
2358,29003049001,1133905,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Fixed media filters
2351,29003049001,1133905,MO,Wastewater,Preliminary treatment,Screening,Y,,
2353,29003049001,1133905,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
2354,29003049001,1133905,MO,Wastewater,Disinfection,Dechlorination,Y,,
2356,29003049001,1133905,MO,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
719,29003588001,1133984,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
6679,23000024001,1142457,ME,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
6677,23000024001,1142457,ME,Wastewater,Preliminary treatment,Screening,Y,,
6678,23000024001,1142457,ME,Wastewater,Primary treatment,Flotation,Y,,
6680,23000024001,1142457,ME,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
16,31002449001,1230266,NE,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
2369,29001010004,1133242,MO,Wastewater,Preliminary treatment,Screening,Y,,
2370,29001010004,1133242,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
2371,29001010004,1133242,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
2372,29001010004,1133242,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
2373,29001010004,1133242,MO,Wastewater,Solids handling,Biosolids Drying,Y,,
189,29001075002,1133357,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
968,29001119001,1133400,MO,Wastewater,Preliminary treatment,Screening,Y,,
970,29001119001,1133400,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
971,29001119001,1133400,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
969,29001119001,1133400,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1061,29001133001,1133413,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,sand filter
1063,29001133001,1133413,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1062,29001133001,1133413,MO,Wastewater,Solids handling,Biosolids Thickening,Y,,
1060,29001133001,1133413,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1058,29001133001,1133413,MO,Wastewater,Preliminary treatment,Screening,Y,,
1059,29001133001,1133413,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
159,29002084001,1133673,MO,Wastewater,Preliminary treatment,Screening,Y,,
162,29002084001,1133673,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
160,29002084001,1133673,MO,Wastewater,Secondary treatment,"Reactor, Sequencing Batch (SBR)",Y,,sequencing batch reactor
161,29002084001,1133673,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
818,29002514001,1133883,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
816,29002514001,1133883,MO,Wastewater,Preliminary treatment,Screening,Y,,
817,29002514001,1133883,MO,Wastewater,Disinfection,Dechlorination,Y,,
1196,29003513001,1133978,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1194,29003513001,1133978,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1192,29003513001,1133978,MO,Wastewater,Preliminary treatment,Screening,Y,,
1193,29003513001,1133978,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
1195,29003513001,1133978,MO,Wastewater,Solids handling,Biosolids Drying,Y,,
136,29004130001,1134144,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
138,29004130001,1134144,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
137,29004130001,1134144,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
6421,23000139001,1142577,ME,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,Facultative lagoon-primary settling
6422,23000139001,1142577,ME,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,Biological treatment
5122,12000379006,412754,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5124,12000379006,412754,FL,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
5126,12000379006,412754,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
5123,12000379006,412754,FL,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
5125,12000379006,412754,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5121,12000379006,412754,FL,Wastewater,Preliminary treatment,Screening,Y,,
4789,12000131001,1078287,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
4790,12000131001,1078287,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
4788,12000131001,1078287,FL,Wastewater,Preliminary treatment,Screening,Y,,
4791,12000131001,1078287,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
6622,12000193003,1078352,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,5-stage Bardenpho biological nutrient removal system
4799,12000226001,1078372,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
4800,12000226001,1078372,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
4801,12000226001,1078372,FL,Wastewater,Solids handling,Biosolids Drying,Y,,
4797,12000226001,1078372,FL,Wastewater,Preliminary treatment,Screening,Y,,
4798,12000226001,1078372,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5457,50000031001,1094079,VT,Wastewater,Preliminary treatment,Screening,Y,,
5458,50000031001,1094079,VT,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
