Agency,Agency Address,Facility Name,Facility Address,Latitude,Longitude,Place/Project Type,SIC/NAICS,County,Region,Program,Regulatory Measure Status,Regulatory Measure Type,Order No.,WDID,NPDES No.,Adoption Date,Effective Date,Termination Date,Expiration/Review Date,Design Flow,Major/Minor,Complexity,TTWQ,CAF Population,CAF Subtype,AEU,# Enforcement Actions within 5 years,# Violations within 5 years,Unnamed: 29
Sonoma County Water Agency (SCWA),"404 Aviation Boulevard, Santa Rosa, CA 95403",SCWA Airport WRF (Airport-Larkfield-Wikiup),"Skylane Boulevard, Santa Rosa, CA 95403",38.51816,-122.8013,Wastewater Treatment Facility,4952,Sonoma,1,WDRMUNILRG,Active,WDR,R1-2019-0007,1B84124OSON,,04/18/2019,07/01/2019,,2029-04-18,.3,,B,2,,,,0,0,
Samoa Pacific Group LLC,"5251 Ericson Way, Arcata, CA 95518-1069",Samoa Pacific WWTP (Samoa Town Site),"3 North Bay View Road, Samoa, CA 95564",40.8185,-124.18551,Wastewater Treatment Facility,4952,Humboldt,1,"NPDMUNIOTH, WDRMUNIOTH",Active,NPDES Permit,R1-2020-0005,1B85017RHUM,CA1000001,04/16/2020,06/01/2020,,2025-05-31,.0075,Minor,C,3,,,,3,29,
Weott CSD,"Po Box 218, Weott, CA 95571",Weott WWTP,"200 Lum Street, Weott, CA 95571",40.32245,-123.92474,Wastewater Treatment Facility,4952,Humboldt,1,WDRMUNIOTH,Active,WDR,R1-2019-0003,1B87042NHUM,,02/21/2019,02/21/2019,,2029-02-21,.038,,B,2,,,,1,7,
Regents of the University of California - UC Davis,"Po Box 247, Bodega Bay, CA 94923","UC Davis, Bodega Marine Lab (WDR)","2099 Westshore Road, Bodega Bay, CA 94923",38.31838,-123.07156,Wastewater Treatment Facility,4952,Sonoma,1,WDRMUNIOTH,Active,WDR,89-117,1B88049RSON,,11/16/1989,11/16/1989,,2017-06-16,.01812,,C,2,,,,0,0,
Heritage House LP,"5200 North Highway 1, Little River, CA 95456",Heritage House,"5200 North Highway 1, Little River, CA 95456",39.24245,-123.77494,Wastewater Treatment Facility,7011,Mendocino,1,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,1B88069RMEN,,,11/18/2024,,2029-09-23,.0015,,C,3,,,,0,0,
Gualala CSD,"Po Box 124, Gualala, CA 95445",Gualala WWTF,"42455 Highway 1, Gualala, CA 95480",38.76485,-123.51037,Wastewater Treatment Facility,4952,Sonoma,1,WDRMUNIOTH,Active,WDR,R1-2022-0004,1B89005RMEN,,04/07/2022,04/07/2022,,2032-04-07,.0001,,B,2,,,,1,2,
Sea Ranch Association,"Po Box 16, The Sea Ranch, CA 95497-0016","Sonoma Co Service Area 41, Zone 2, Sea Ranch Onsite Wastewater Management Zone","35600 Verdant View, Sea Ranch, CA 95497",38.70563,-123.44862,Wastewater Treatment Facility,4952,Sonoma,1,WDRMUNIOTH,Active,WDR,R1-2017-0014,1B89051RSON,,05/18/2017,05/18/2017,,2027-05-18,.0005,,B,2,,,,0,0,
Odd Fellows Recreation Club,"13350 Riverside Drive, Guerneville, CA 95446",Odd Fellows WWTF,"13350 Riverside Drive, Guerneville, CA 95446",38.5039,-122.9459,Wastewater Treatment Facility,8641,Sonoma,1,WDRMUNIOTH,Active,WDR,98-125,1B98055RSON,,12/10/1998,12/10/1998,,2014-12-10,.045,,C,2,,,,0,0,
East Bay MUD (WPCP),"Po Box 24055 Ms-62, Oakland, CA 94623",EBMUD WPCP,"2020 Wake Avenue, Oakland, CA 94607",37.824928,-122.293919,Wastewater Treatment Facility,4952,Alameda,2,NPDMUNILRG,Active,NPDES Permit,R2-2026-0003,2 019014001,CA0037702,02/11/2026,04/01/2026,,2031-03-31,120,Major,A,1,,,,0,0,
East Bay MUD (WPCP),"Po Box 24055 Ms-62, Oakland, CA 94623",EBMUD SD#1-Wet Wthr Bypass,"2020 Wake, Oakland, CA 94623",,,Wastewater Treatment Facility,4952,Alameda,2,"NPDMUNILRG, NPDMUNIOTH",Active,NPDES Permit,R2-2025-0006,2 019014002,CA0038440,03/12/2025,05/01/2025,,2030-04-30,0.001,"Major, Minor",A,2,,,,1,10,
Hayward City,"777 B Street, Hayward, CA 94541",Hayward WPCF,"3700 Enterprise, Hayward, CA 94545",37.633265,-122.131435,Wastewater Treatment Facility,4952,Alameda,2,NPDMUNILRG,Active,Co-Permitee,R2-2022-0023,2 019022001,,07/13/2022,09/01/2022,,2027-08-31,18.5,Major,A,1,,,,0,0,
Livermore City,"101 West Jack London Boulevard, Livermore, CA 94551",City of Livermore Water Reclamation Plant,"101 West Jack London Boulevard, Livermore, CA 94551",37.69,-121.809,Wastewater Treatment Facility,4952,Alameda,2,"NPDMUNILRG, NPDMUNIOTH",Active,NPDES Permit,R2-2022-0025,2 019025001,CA0038008,07/13/2022,09/01/2022,,2027-08-31,8.5,"Major, Minor",A,2,,,,0,0,
Oro Loma Sanitary District,"2600 Grant Avenue, San Lorenzo, CA 94580",Oro Loma/Castro Valley SD WPCP,"2600 Grant Avenue, San Lorenzo, CA 94580",37.669626,-122.157253,Wastewater Treatment Facility,4952,Alameda,2,NPDMUNILRG,Active,NPDES Permit,R2-2024-0006,2 019032001,CA0037559,05/08/2024,06/01/2024,,2029-05-31,20.0,"Major, Minor",B,3,,,,1,7,
Dublin San Ramon Services District (WWTP NPDES & SSO),"7399 Johnson Drive, Pleasanton, CA 94588",Dublin San Ramon SD WWTP,"7399 Johnson Drive, Pleasanton, CA 94588",37.68709,-121.91506,Wastewater Treatment Facility,4952,Alameda,2,"NPDMUNILRG, NPDMUNIOTH",Active,NPDES Permit,R2-2022-0024,2 019033001,CA0037613,07/13/2022,09/01/2022,,2027-08-31,20.2,"Major, Minor",A,2,,,,0,0,
San Leandro City,"14200 Chapman Road, San Leandro, CA 94578",San Leandro WPCP,"3000 Davis Street, San Leandro, CA 94577",37.714649,-122.192812,Wastewater Treatment Facility,4952,Alameda,2,NPDMUNILRG,Active,Co-Permitee,R2-2022-0023,2 019037001,,07/13/2022,09/01/2022,,2027-08-31,,Major,A,1,,,,0,0,
Union Sanitary District,"5072 Benson Road, Union City, CA 94587-2508",Raymond A. Boege Alvarado WWTP (Union SD),"5072 Benson Road, Union City, CA 94587",37.59323,-122.0901,Wastewater Treatment Facility,4952,Alameda,2,"NPDMUNILRG, NPDMUNIOTH",Active,Co-Permitee,R2-2022-0023,2 019060001,,07/13/2022,09/01/2022,,2027-08-31,,"Major, Minor",A,1,,,,0,0,
US Dept of Veterans Affair (PAHCS),"4951 Arroyo Road, Livermore, CA 94550","V.A. Med Center, Livermore-WWTP","4951 Arroyo Road, Livermore, CA 94550",37.625965,-121.756446,Wastewater Treatment Facility,4952(+),Alameda,2,WDRMUNILRG,Active,WDR,89-125,2 019062001,,07/19/1989,07/19/1989,,2004-11-16,.5,,B,2,,,,0,0,
East Bay Regional Park District,"Po Box 5381, Oakland, CA 94605",Del Valle Regional Park WWTP,"7000 Del Valle Road, Livermore, CA 94550",37.58683,-121.70328,Wastewater Treatment Facility,4952,Alameda,2,WDRMUNIOTH,Active,WDR,90-157,2 019117001,,12/12/1990,12/12/1990,,2025-06-15,.04,,C,2,,,,0,0,
East Bay Dischargers Authority,"2651 Grant Avenue, San Lorenzo, CA 94580",EBDA Common Outfall,"14150 Monarch Bay Drive, San Leandro, CA 94577",,,Wastewater Treatment Facility,4952,Alameda,2,NPDMUNILRG,Active,NPDES Permit,R2-2022-0023,2 019123001,CA0037869,07/13/2022,09/01/2022,,2027-08-31,107.8,Major,A,1,,,,0,5,
Mata Amritanandamayi Center,"Po Box 613, San Ramon, CA 94583",Mata Amritanandamayi WWTP Pond System,"10200 Crow Canyon, Castro Valley, CA 94552",37.75065,-122.030401,Wastewater Treatment Facility,4952,Alameda,2,WDRMUNIOTH,Active,WDR,93-090,2 019291001,,08/18/1993,08/18/1993,,2008-08-18,.006,,B,3,,,,0,0,
East Bay Regional Park District,"Po Box 5381, Oakland, CA 94605",Camp Arroyo at Del Valle R.P.,"5535 Arroyo Road, Livermore, CA 94550",37.61811,-121.75559,Wastewater Treatment Facility,4952(+),Alameda,2,WDRMUNIOTH,Active,WDR,01-043,2 019425001,,04/18/2001,04/18/2001,,2011-04-18,.007,,B,3,,,,0,0,
San Leandro City,"3000 Davis St, San Leandro, CA 94577","San Leandro, City of","3000 Davis Street, San Leandro, CA 94577",37.7134,-122.2005,Wastewater Treatment Facility,,Alameda,2,NPDMUNIOTH,Active,NPDES Permit,R2-2022-0006,2 01NPI441309,CA0038881,02/09/2022,06/01/2022,,2027-05-31,0.95,Minor,B,3,,,,0,0,
Central Contra Costa Sanitary District,"5019 Imhoff Place, Martinez, CA 94553-4392",Central Contra Costa SD WWTP,"5019 Imhoff, Martinez, CA 94553",38.000327,-122.068798,Wastewater Treatment Facility,4952,Contra Costa,2,NPDMUNILRG,Active,NPDES Permit,R2-2022-0020,2 071008001,CA0037648,06/08/2022,08/01/2022,,2027-07-31,53.8,Major,B,1,,,,0,0,
Delta Diablo,"2500 Pittsburg Antioch Highway, Antioch, CA 94509",Delta Diablo WWTP,"2500 Antioch-Pittsburg Highway, Antioch, CA 94509",38.01558,-121.8419,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDMUNILRG, REC",Active,Enrollee - WRR,2016-0068-DDW,2 071013002,,,06/24/2022,,2032-08-05,12.8,"Major, Minor",,,,,,0,8,
Mt View Sanitary District,"3800 Arthur Road, Martinez, CA 94553",Mt. View Sanitary District WWTP,"End of Arthur Road, Martinez, CA 94553",38.01907,-122.09828,Wastewater Treatment Facility,4952,Contra Costa,2,NPDMUNILRG,Active,NPDES Permit,R2-2021-0026,2 071029001,CA0037770,12/15/2021,02/01/2022,,2027-01-31,3.2,Major,A,2,,,,1,4,
Pinole City,"2131 Pear Street, Pinole, CA 94564",City of Pinole WWTP,"11 Tennent Avenue, Pinole, CA 94564",38.01292,-122.29663,Wastewater Treatment Facility,4952,Contra Costa,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0008,2 071032001,CA0037796,06/14/2023,08/01/2023,,2028-07-31,4.06,Major,A,3,,,,0,0,
Crockett Community Services District,"Po Box 578, Crockett, CA 94525",Port Costa WWTP,"Canyon Lake Drive, Port Costa, CA 94569",38.04834,-122.18397,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDINDSML, NPDMUNIOTH",Active,NPDES Permit,R2-2024-0009,2 071034001,CA0037885,06/12/2024,08/01/2024,,2029-07-31,0.3,Minor,B,3,,,,0,10,
Richmond City,"450 Civiv Center Plaza, Richmond, CA 94804",Richmond WPCP,"601 Canal, Richmond, CA 94804",37.920896,-122.378081,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDESWW, NPDMUNILRG",Active,Co-Permitee,R2-2024-0008,2 071037001,,06/12/2024,08/01/2024,,,,Major,,,,,,0,0,
Rodeo Sanitary District,"800 San Pablo Avenue, Rodeo, CA 94572-1232",Rodeo Sanitary District WWTP,"800 San Pablo Avenue, Rodeo, CA 94572",38.040037,-122.26351,Wastewater Treatment Facility,4952,Contra Costa,2,NPDMUNILRG,Active,NPDES Permit,R2-2022-0037,2 071039001,CA0037826,12/14/2022,02/01/2023,,2028-01-31,1.14,Major,A,3,,,,1,4,
West County Wastewater District,"2377 Garden Tract Road, Richmond, CA 94806",West County WW District WPCP,"2377 Garden Tract, Richmond, CA 94801",37.96647,-122.37629,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDESWW, NPDMUNILRG",Active,Co-Permitee,R2-2024-0008,2 071040001,,06/12/2024,08/01/2024,,,,Major,,,,,,0,0,
Martinez Refining Company LLC,"3485 Pacheco Blvd, Martinez, CA 94553",Martinez Refining Company WWTP,"3485 Pacheco Boulevard, Martinez, CA 94553",38.01324,-122.10662,Wastewater Treatment Facility,2911(+),Contra Costa,2,"NPDESWW, NPDINDLRG, NPDMUNILRG",Active,NPDES Permit,R2-2022-0034,2 071042001,CA0005789,11/09/2022,01/01/2023,,2027-12-31,10,Major,A,1,,,,1,47,
USS-Posco Industries,"900 Loveridge Road, Pittsburg, CA 94565",USS-UPI LLC - NPDES/SUB15,"900 Loverdige Road, Pittsburg, CA 94565",38.03,-121.858889,Wastewater Treatment Facility,3312(+),Contra Costa,2,"LFNONOPER, LNDISP, NPDESWW, NPDINDLRG",Active,NPDES Permit,R2-2016-0043,2 071059001,CA0005002,11/09/2016,01/01/2017,,2021-12-31,28,Major,A,1,,,,0,2,
West County Agency,"2910 Hilltop Drive, Richmond, CA 94806-1974",West County Agency Outfall,"601 Canal, Richmond, CA 94804",37.920896,-122.378081,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDESWW, NPDMUNILRG",Active,NPDES Permit,R2-2024-0008,2 071107001,CA0038539,06/12/2024,08/01/2024,,2029-07-31,28.5,Major,A,1,,,,2,158,
Contra Costa County SD No 6,"255 Glacier Drive, Martinez, CA 94533-4825",Stonehurst SD-6 WWTP,"Alhambra Valley Road, Martinez, CA 94533",37.971852,-122.142701,Wastewater Treatment Facility,4952,Contra Costa,2,WDRMUNIOTH,Active,WDR,91-096,2 071184001,,06/19/1991,06/19/1991,,2001-06-19,.014,,B,2,,,,0,0,
East Brother Light Station Inc,"117 Park Place, Richmond, CA 94801",East Brother Light StationWWTP,"East Brother Island, Richmond, CA 94805",37.96327,-122.43336,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDMUNIOTH, WDRMUNIOTH",Active,WDR,R2-2010-0113,2 071227001,,11/10/2010,11/10/2010,,2015-11-09,.00025,Minor,C,3,,,,0,0,
Ca Dept of Parks & Rec Marin District,"Po Box 1016, Novato, CA 94948",Angel Island State Pk - WWTP,"Angel Island, Belvedere Tiburon, CA 94920",37.86842,-122.43484,Wastewater Treatment Facility,4952,Marin,2,"NPDMUNIOTH, WDRMUNIOTH",Active,WDR,R2-2004-0043,2 215002001,,06/16/2004,07/01/2004,,2014-07-01,.025,Minor,B,2,,,,0,0,
Bolinas Community Public Utility District,"Po Box 390, Bolinas, CA 94924",Bolinas Community WWTP Pond System,"101 Mesa Road, Bolinas, CA 94924",37.9097852,-122.6955255,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,88-100,2 215004001,,06/15/1988,06/15/1988,,2010-01-18,.065,,B,3,,,,0,0,
Las Gallinas Valley Sanitary District,"300 Smith Ranch Road, San Rafael, CA 94903",Las Gallinas WWTP,"300 Smith Ranch Road, San Rafael, CA 94903",38.0256618,-122.5189548,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2020-0022,2 215012001,CA0037851,07/08/2020,09/01/2020,,2025-08-31,2.92,Major,A,1,,,,1,27,
Sewerage Agency of Southern Marin,"26 Corte Madera Avenue, Mill Valley, CA 94941",Sewerage Agency of Southern Marin (SASM) WWTP,"450 Sycamore Avenue, Mill Valley, CA 94941",37.895968,-122.52738,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0021,2 215015001,CA0037711,11/08/2023,01/01/2024,,2028-12-31,3.6,Major,A,2,,,,2,22,
Marin Cnty Sanitary District 5,"Po Box 227, Tiburon, CA 94920",Marin CSD 5 - Tiburon WWTP,"Mar West St & Paradise Drive, Tiburon, CA 94920",37.87264,-122.45084,Wastewater Treatment Facility,4952,Marin,2,"NPDINDSML, NPDMUNILRG, NPDMUNIOTH",Active,NPDES Permit,R2-2023-0018,2 215021001,CA0037753,10/11/2023,12/01/2023,,2028-11-30,.98,"Major, Minor",A,2,,,,0,0,
Marin Cnty Sanitary District 5,"Po Box 227, Tiburon, CA 94920",Marin CSD 5 Paradise Cove WWTP,"3700 Paradise Drive, Tiburon, CA 94920",37.89707,-122.46239,Wastewater Treatment Facility,4952,Marin,2,"NPDINDSML, NPDMUNIOTH",Active,NPDES Permit,R2-2021-0017,2 215021002,CA0037427,09/08/2021,12/01/2021,,2026-11-30,.040,Minor,B,3,,,,0,1,
Novato Sanitary District,"500 Davidson Street, Novato, CA 94945",Novato and Ignacio WWTP,"500 Davidson Street, Novato, CA 94945",38.10034,-122.55298,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2026-0002,2 215022001,CA0037958,02/11/2026,04/01/2026,,2031-03-31,7.0,Major,A,2,,,,0,0,
Sausalito-Marin City San District,"Po Box 39, Sausalito, CA 94965",Sausalito Marin City STP,"1 East Road, Sausalito, CA 94965",37.84354,-122.4771,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0022,2 215023001,CA0038067,11/08/2023,01/01/2024,,2028-12-31,1.8,Major,A,2,,,,0,5,
Stinson Beach Co Water Dist,"3785 Shoreline Highway, Stinson Beach, CA 94970","Stinson Beach- OWTS in Stinson Beach, Marin County","3785 Shoreline, Stinson Beach, CA 94970",37.92515,-122.677858,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,94-008,2 215027001,,01/19/1994,01/19/1994,,2009-01-19,.0001,,B,3,,,,0,0,
Ca Dept of Parks & Rec Marin District,"Po Box 1016, Novato, CA 94948",Samuel P Taylor St Pk WWTP,"8889 Sir Francis Drake Blvd, Lagunitas, CA 94938",38.02691,-122.73589,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,91-181,2 215053001,,12/11/1991,12/11/1991,,2027-06-15,.045,,B,2,,,,0,0,
Marin County Office of Education,"1700 Marshall-Petaluma Road, Petaluma, CA 94952",Walker Creek Ranch WWTP,"1700 Marshall-Petaluma, Petaluma, CA 94952",38.17374,-122.81402,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,91-092,2 215070001,,06/19/1991,06/19/1991,,2006-06-19,.0001,,B,3,,,,0,0,
Tomales Village CSD,"Po Box 156, Tomales, CA 94971",Tomales Village WWTP,"10 Irvin Road, Tomales, CA 94971",38.243775,-122.898688,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,R2-2015-0019,2 215072001,,05/13/2015,05/13/2015,,2030-05-13,.04,,C,3,,,,0,0,
Marin Agricultural Land Trust,"Po Box 809, Point Reyes Station, CA 94956",Millerton Creek Ranch Sewage Pond Facility,"14990 State Route 1, Marshall, CA 94940",38.10984,-122.83968,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,R2-2007-0078,2 215079001,,11/01/2007,11/01/2007,,2017-11-01,.0001,,B,2,,,,0,0,
California State Parks Foundation,"Po Box 548, Kentfield, CA 94914",Marconi Conference Center WWTP,"18500 HIGHWAY One, Point Reyes Station, CA 94952",38.14347,-122.87914,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,R2-2002-0067,2 215091001,,06/19/2002,06/19/2002,,2017-06-19,.025,,B,3,,,,0,0,
Central Marin Sanitation Agency,"1301 Andersen Dr, San Rafael, CA 94901-5339",Central Marin San. Agcy. WWTP,"1301 Anderson Drive, San Rafael, CA 94901",37.948581,-122.497326,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0006,2 215116001,CA0038628,05/10/2023,07/01/2023,,2028-06-30,10,Major,A,2,,,,0,7,
Institute of Noetic Sciences,"101 San Antonio Road, Petaluma, CA 94952",Institute Noetic Science WWTP Mound System,"101 San Antonio Road, Petaluma, CA 94952",38.187006,-122.602385,Wastewater Treatment Facility,4952,Sonoma,2,WDRMUNIOTH,Active,WDR,90-128,2 215117001,,09/19/1990,09/19/1990,,2005-09-19,.005,,B,3,,,,0,0,
Skywalker Ranch,"Po Box 2009, San Rafael, CA 94912",Skywalker Ranch WWTPs,"5858 Lucas Valley, Nicasio, CA 94946",38.056282,-122.659623,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,93-089,2 215119001,,08/18/1993,08/18/1993,,2008-08-18,.008,,B,3,,,,0,0,
Blue Mountain Center of Meditation,"Po Box 108, Tomales, CA 94971",Blue Mountain Center WWTP Ponds,"3600 Tomales-Petaluma, Tomales, CA 94971",38.25126,-122.88265,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,86-051,2 215126001,,07/16/1986,07/16/1986,,2001-07-16,.004,,B,3,,,,0,0,
Spirit Rock Meditation Center,"Po Box 909, Woodacre, CA 94973",Spirit Rock Meditation Center WWTP,"5000 Sir Francis Drake Boulevard, Woodacre, CA 94973",38.014835,-122.652017,Wastewater Treatment Facility,4952,Marin,2,WDRMUNIOTH,Active,WDR,R2-2008-0073,2 215132001,,08/13/2008,08/13/2008,,2023-08-13,.001,,B,3,,,,0,0,
Calistoga City Public Works Dept.,"414 Washington Street, Calistoga, CA 94515",Calistoga City Dunaweal WWTP,"1100 Dunaweal Lane, Calistoga, CA 94515",38.578692,-122.579288,Wastewater Treatment Facility,4952,Napa,2,"NPDMUNIOTH, REC",Active,NPDES Permit,R2-2022-0010,2 283003001,CA0037966,03/09/2022,05/01/2022,,2027-04-30,0.84,Minor,B,2,,,,0,8,
Duffy's Myrtledale,"Po Box 737, Calistoga, CA 94515",Duffy's Myrtledale WW Ponds,"3076 Myrtledale Road, Calistoga, CA 94515",38.595411,-122.599289,Wastewater Treatment Facility,8361,Napa,2,WDRMUNIOTH,Active,WDR,96-081,2 283008001,,06/19/1996,06/19/1996,,2025-06-15,.001,,C,2,,,,0,0,
Napa Sanitation District,"Po Box 2480, Napa, CA 94558",Napa Sanitation District WWTP (Soscol Water Recycling Facility),"1515 Soscol Ferry Road, Napa, CA 94558",38.23651,-122.28434,Wastewater Treatment Facility,4952,Napa,2,"NPDMUNILRG, REC",Active,NPDES Permit,R2-2022-0003,2 283009001,CA0037575,02/09/2022,04/01/2022,,2027-03-31,15.4,Major,A,1,,,,1,1,
St. Helena City,"1480 Main Street, St. Helena, CA 94574",St. Helena City WWTP,"1 Chaix Lane, St Helena, CA 94574",38.49915,-122.44735,Wastewater Treatment Facility,4952,Napa,2,"NPDMUNIOTH, REC",Active,NPDES Permit,R2-2021-0004,2 283014001,CA0038016,04/14/2021,06/01/2021,,2026-05-30,0.5,Minor,B,2,,,,2,188,
St. Helena Hosp & Health Ctr,"10 Woodland Road, St. Helena, CA 94574",St Helena Hospital WWTP,"650 Sanitarium, Deer Park, CA 94576",38.543351,-122.475852,Wastewater Treatment Facility,4952(+),Napa,2,WDRMUNIOTH,Active,WDR,87-068,2 283015001,,06/17/1987,06/17/1987,,1997-06-17,.04,,B,2,,,,0,0,
"Yountville, Town of","6550 Yountville Street, Yountville, CA 94599",Yountville / CA Vets Home WWTP,"7501 Solano Avenue, Yountville, CA 94599",38.393512,-122.355478,Wastewater Treatment Facility,4952,Napa,2,"NPDMUNIOTH, REC",Active,NPDES Permit,R2-2020-0026,2 283019001,CA0038121,10/14/2020,12/01/2020,,2025-11-30,.55,Minor,B,2,,,,0,20,
American Canyon City PWD,"4381 Broadway Street Suite 201, American Canyon, CA 94503",American Canyon Water Reclamation Facility (WRF) (formerly WWTP),"151 Mezzetta Court, American Canyon, CA 94503",38.18883,-122.2782,Wastewater Treatment Facility,4952,Napa,2,NPDMUNILRG,Active,NPDES Permit,R2-2022-0019,2 283021001,CA0038768,06/08/2022,08/01/2022,,2027-07-31,2.5,Major,A,1,,,,1,1,
Moores Resort,"Po Box 4288, Napa, CA 94558",Moore's Resort WWTP Sewage Ponds,"6 Cuttings Wharf Road, Napa, CA 94559",38.22652,-122.30749,Wastewater Treatment Facility,4952,Napa,2,WDRMUNIOTH,Active,WDR,86-028,2 283025001,,04/16/1986,04/16/1986,,1996-04-16,.003,,B,2,,,,0,0,
Napa Valley Country Club,"Po Box 3177, Napa, CA 94558",Napa Valley Country Club WWTP Ponds,"3385 Hagen Road, Napa, CA 94558",38.323508,-122.245392,Wastewater Treatment Facility,4952(+),Napa,2,WDRMUNIOTH,Active,WDR,89-049,2 283032001,,04/19/1989,04/19/1989,,2015-04-19,.0007,,B,3,,,,0,0,
Auberge Du Soleil,"180 Rutherford Hill Road, Rutherford, CA 94573",Auberge Du Soleil WWTP,"180 Rutherford Hill Road, Rutherford, CA 94573",38.49354,-122.40609,Wastewater Treatment Facility,4952(+),Napa,2,WDRMUNIOTH,Active,WDR,99-052,2 283096001,,07/21/1999,07/21/1999,,2009-07-21,.01,,B,2,,,,0,0,
3W & C LLC,"7395 St Helena Highway, Napa, CA 94558",Mustards Grill WWTP,"7399 St Helena Highway, Napa, CA 94558",38.41895,-122.38822,Wastewater Treatment Facility,4952,Napa,2,WDRMUNIOTH,Active,Enrollee - WDR,2014-0153-DWQ,2 283102001,,,07/10/2024,,2040-01-01,0.004,,B,2,,,,0,0,
Culinary Institute of America (CWMS member),"2555 Main Street, St Helena, CA 94574",CWMS WWTP (at Markham Vineyards),"2812 St. Helena Highway, St. Helena, CA 94574",38.515933,-122.485209,Wastewater Treatment Facility,4952(+),Napa,2,WDRMUNIOTH,Active,WDR,R2-1998-0064,2 283114001,,07/15/1998,07/15/1998,,2008-07-15,.03,,B,2,,,,0,0,
San Francisco Public Utilities Commission,"525 Golden Gate Avenue Flr 11, San Francisco, CA 94102",SF - OCEANSIDE Water Pollution Control Plant,"3500 Great Highway, San Francisco, CA 94132",37.7278,-122.5047,Wastewater Treatment Facility,4952,San Francisco,2,NPDMUNILRG,Active,NPDES Permit,R2-2019-0028,2 386009001,CA0037681,09/11/2019,11/01/2019,,2024-10-31,43,Major,A,2,,,,4,27,
San Francisco Public Utilities Commission,"525 Golden Gate Avenue Flr 11, San Francisco, CA 94102","SF-SE Water Pollution Control Plant, N-Point & Bayside","750 Phelps Avenue, San Francisco, CA 94124",37.740805,-122.390454,Wastewater Treatment Facility,4952,San Francisco,2,NPDMUNILRG,Active,Co-Permitee,R2-2024-0013,2 386010001,CA0038873,03/08/2019,07/01/2019,,2029-09-30,,Major,,,,,,4,32,
US Navy Treasure Island,"Naval Station Treasure Island, San Francisco, CA 94130",Treasure Island WWTP/DOD,"1220 Avenue M, San Francisco, CA 94130",37.83055,-122.3704,Wastewater Treatment Facility,4952,San Francisco,2,"DODNPDESWW, NPDMUNILRG",Active,Co-Permitee,R2-2024-0013,2 386013001,CA0038873,03/08/2019,07/01/2019,,2029-09-30,,Major,,,,,,1,5,
Burlingame City PWD,"501 Primrose Road, Burlingame, CA 94010",Burlingame WWTP,"1103 Airport Road, Burlingame, CA 94010",37.591735,-122.359966,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0010,2 417005001,CA0037788,07/12/2023,01/01/2024,,2028-12-31,5.5,Major,A,2,,,,2,13,
San Francisco City,"375 Woodside Avenue, San Francisco, CA 94127",Log Cabin Ranch WWTP,"500 Log Cabin Ranch Road, La Honda, CA 94020",37.30495,-122.25694,Wastewater Treatment Facility,92,San Mateo,2,WDRMUNIOTH,Active,WDR,91-054,2 417016001,,04/17/1991,04/17/1991,,2001-04-17,.04,,C,3,,,,0,0,
